,,,,,,,,,B&C-I,,,,,,,,,,,
id,|I|,K,r,R,theta,low p_i (%),#C1,#CP,T,N,Gap(%),RGap(%),Obj,UB,nCL,mCL,#Cut,#MaxSM,#EOA,#LS
34-2-20-0.01-90,700,140,2,20,0.01,90,1162,59570,TL,236007,0.0,0.2,643.596930,643.789,22,6,6499,1268,3099,2132
34-2-20-0.1-10,700,140,2,20,0.1,10,1162,59570,TL,83585,0.1,0.3,670.271586,671.199,11,4,9545,2290,2306,4949
34-2-20-0.1-50,700,140,2,20,0.1,50,1162,59570,TL,77109,0.2,0.4,664.598376,665.879,15,6,7964,2095,2625,3244
34-2-20-0.1-90,700,140,2,20,0.1,90,1162,59570,TL,307601,0.0,0.2,618.891112,619.100,19,6,6895,1395,3146,2354
34-2-20-0.2-10,700,140,2,20,0.2,10,1162,59570,TL,106218,0.1,0.2,647.735403,648.129,5,3,8632,2169,2055,4408
34-2-20-0.2-50,700,140,2,20,0.2,50,1162,59570,TL,114100,0.1,0.3,639.446122,640.308,7,4,8746,2026,2855,3865
34-2-20-0.2-90,700,140,2,20,0.2,90,1162,59570,TL,243605,0.0,0.2,591.957538,592.060,17,6,7253,1378,3011,2864
35-1-20-0.01-10,800,5,1,20,0.01,10,1100,145746,8.1,17,0.0,0.2,553.080184,553.080,0,1,5999,2064,2855,1080
35-1-20-0.01-50,800,5,1,20,0.01,50,1100,145746,11.9,29,0.0,0.6,532.112597,532.113,0,1,7162,2442,3228,1492
35-1-20-0.01-90,800,5,1,20,0.01,90,1100,145746,3.6,5,0.0,0.1,498.985821,498.986,1,2,2654,963,1293,398
35-1-20-0.1-10,800,5,1,20,0.1,10,1100,145746,6.8,11,0.0,0.1,534.220805,534.221,0,1,5377,1915,2182,1280
35-1-20-0.1-50,800,5,1,20,0.1,50,1100,145746,15.2,35,0.0,0.6,513.707980,513.708,0,1,8404,2592,3588,2224
35-1-20-0.1-90,800,5,1,20,0.1,90,1100,145746,2.7,0,0.0,0.0,478.284261,478.284,1,2,3467,1000,1625,842
35-1-20-0.2-10,800,5,1,20,0.2,10,1100,145746,7.1,17,0.0,0.2,513.265941,513.266,0,1,5269,2046,2025,1198
35-1-20-0.2-50,800,5,1,20,0.2,50,1100,145746,11.1,25,0.0,0.6,493.191278,493.191,0,1,7192,2159,3814,1219
35-1-20-0.2-90,800,5,1,20,0.2,90,1100,145746,2.5,0,0.0,0.0,455.282528,455.283,1,2,3128,929,1574,625
35-2-20-0.01-10,800,5,2,20,0.01,10,1460,145386,8.2,19,0.0,0.2,553.558582,553.559,0,1,6073,1904,3000,1169
35-2-20-0.01-50,800,5,2,20,0.01,50,1460,145386,15.0,28,0.0,0.6,532.530932,532.531,0,1,7707,2460,3370,1877
35-2-20-0.01-90,800,5,2,20,0.01,90,1460,145386,3.0,5,0.0,0.0,499.885917,499.886,1,2,2752,977,1379,396
35-2-20-0.1-10,800,5,2,20,0.1,10,1460,145386,7.8,15,0.0,0.2,535.115237,535.115,0,1,5329,1893,2428,1008
35-2-20-0.1-50,800,5,2,20,0.1,50,1460,145386,11.7,27,0.0,0.6,514.409951,514.410,0,1,7915,2680,3000,2235
35-2-20-0.1-90,800,5,2,20,0.1,90,1460,145386,3.9,3,0.0,0.0,479.594071,479.594,1,2,3139,926,1733,480
35-2-20-0.2-10,800,5,2,20,0.2,10,1460,145386,9.4,13,0.0,0.2,514.622633,514.623,0,1,5500,2039,1918,1543
35-2-20-0.2-50,800,5,2,20,0.2,50,1460,145386,11.4,29,0.0,0.6,494.217743,494.218,0,1,7203,1839,3607,1757
35-2-20-0.2-90,800,5,2,20,0.2,90,1460,145386,2.4,0,0.0,0.0,457.047576,457.048,1,2,3677,926,2029,722
36-1-20-0.01-10,800,10,1,20,0.01,10,1034,93998,53.2,261,0.0,0.9,557.817253,557.817,0,1,8311,2452,3311,2548
36-1-20-0.01-50,800,10,1,20,0.01,50,1034,93998,30.3,162,0.0,0.6,548.128796,548.129,0,1,10295,3385,4069,2841
36-1-20-0.01-90,800,10,1,20,0.01,90,1034,93998,6.2,29,0.0,0.2,516.062197,516.062,0,1,5204,1421,2137,1646
36-1-20-0.1-10,800,10,1,20,0.1,10,1034,93998,56.2,295,0.0,1.0,537.854839,537.855,0,1,9845,2866,3169,3810
36-1-20-0.1-50,800,10,1,20,0.1,50,1034,93998,32.1,152,0.0,0.6,528.309064,528.309,0,1,9659,3372,3282,3005
36-1-20-0.1-90,800,10,1,20,0.1,90,1034,93998,5.4,15,0.0,0.2,497.593534,497.594,0,1,5623,1455,2152,2016
36-1-20-0.2-10,800,10,1,20,0.2,10,1034,93998,53.2,323,0.0,1.0,515.814694,515.815,0,1,8499,2562,3214,2723
36-1-20-0.2-50,800,10,1,20,0.2,50,1034,93998,32.6,167,0.0,0.6,506.287140,506.287,0,1,8961,2886,3681,2394
36-1-20-0.2-90,800,10,1,20,0.2,90,1034,93998,5.3,9,0.0,0.0,477.072798,477.073,0,1,5327,1482,1831,2014
36-2-20-0.01-10,800,10,2,20,0.01,10,1366,93666,41.1,213,0.0,0.9,558.207068,558.207,0,1,9120,2767,3966,2387
36-2-20-0.01-50,800,10,2,20,0.01,50,1366,93666,30.4,153,0.0,0.6,548.325854,548.326,0,1,9990,2977,4202,2811
36-2-20-0.01-90,800,10,2,20,0.01,90,1366,93666,5.4,23,0.0,0.2,516.387696,516.388,0,1,5588,1522,2327,1739
36-2-20-0.1-10,800,10,2,20,0.1,10,1366,93666,43.7,216,0.0,1.0,538.880380,538.880,0,1,8722,2454,3697,2571
36-2-20-0.1-50,800,10,2,20,0.1,50,1366,93666,30.7,164,0.0,0.7,528.957059,528.957,0,1,10185,3160,3558,3467
36-2-20-0.1-90,800,10,2,20,0.1,90,1366,93666,5.0,18,0.0,0.1,498.490840,498.491,0,1,4450,1377,1853,1220
36-2-20-0.2-10,800,10,2,20,0.2,10,1366,93666,42.9,210,0.0,1.0,517.512691,517.513,0,1,8295,2392,3085,2818
36-2-20-0.2-50,800,10,2,20,0.2,50,1366,93666,30.2,167,0.0,0.7,507.568382,507.568,0,1,8870,2806,3824,2240
36-2-20-0.2-90,800,10,2,20,0.2,90,1366,93666,5.1,6,0.0,0.0,478.605445,478.605,0,1,5012,1493,1543,1976
37-1-20-0.01-10,800,80,1,20,0.01,10,994,73610,TL,88304,0.1,0.2,762.096699,763.069,14,2,9639,3364,3600,2675
37-1-20-0.01-50,800,80,1,20,0.01,50,994,73610,TL,91090,0.1,0.2,752.072997,752.777,17,3,8471,2677,3204,2590
37-1-20-0.01-90,800,80,1,20,0.01,90,994,73610,66.9,2837,0.0,0.1,711.094393,711.094,22,5,5020,1319,2541,1160
37-1-20-0.1-10,800,80,1,20,0.1,10,994,73610,TL,92622,0.1,0.2,732.440458,733.020,7,2,8541,2536,3006,2999
37-1-20-0.1-50,800,80,1,20,0.1,50,994,73610,TL,153857,0.1,0.2,722.388352,722.890,11,2,7949,1979,3955,2015
37-1-20-0.1-90,800,80,1,20,0.1,90,994,73610,118.1,7580,0.0,0.1,679.426664,679.427,19,5,5249,1269,2872,1108
37-1-20-0.2-10,800,80,1,20,0.2,10,994,73610,TL,112209,0.1,0.2,699.956712,700.657,2,2,8184,2362,3213,2609
37-1-20-0.2-50,800,80,1,20,0.2,50,994,73610,TL,170652,0.0,0.1,689.947105,690.313,6,2,7649,1938,3184,2527
37-1-20-0.2-90,800,80,1,20,0.2,90,994,73610,120.5,11142,0.0,0.1,644.956446,644.956,20,4,5178,1404,2866,908
37-2-20-0.01-10,800,80,2,20,0.01,10,1306,73298,TL,90530,0.1,0.2,762.396434,763.292,13,3,10007,3400,3726,2881
37-2-20-0.01-50,800,80,2,20,0.01,50,1306,73298,TL,103077,0.1,0.2,752.282432,753.132,15,3,8767,2574,3764,2429
37-2-20-0.01-90,800,80,2,20,0.01,90,1306,73298,120.7,10214,0.0,0.1,711.537195,711.537,22,5,5042,1273,2639,1130
37-2-20-0.1-10,800,80,2,20,0.1,10,1306,73298,TL,96081,0.1,0.2,734.149998,735.126,4,2,9256,2688,3810,2758
37-2-20-0.1-50,800,80,2,20,0.1,50,1306,73298,TL,154091,0.1,0.2,724.084924,724.651,10,2,7432,1981,3326,2125
37-2-20-0.1-90,800,80,2,20,0.1,90,1306,73298,190.1,14268,0.0,0.2,680.945218,680.945,19,5,5014,1311,2643,1060
37-2-20-0.2-10,800,80,2,20,0.2,10,1306,73298,TL,114175,0.0,0.1,704.384089,704.694,2,2,8801,2353,3542,2906
37-2-20-0.2-50,800,80,2,20,0.2,50,1306,73298,TL,173156,0.0,0.1,693.520954,693.789,6,2,7941,2014,3058,2869
37-2-20-0.2-90,800,80,2,20,0.2,90,1306,73298,135.0,7618,0.0,0.2,647.970139,647.970,19,4,5821,1574,3013,1234
38-1-20-0.01-10,900,5,1,20,0.01,10,1246,227712,23.6,67,0.0,0.7,673.328195,673.328,0,1,6847,2686,2340,1821
38-1-20-0.01-50,900,5,1,20,0.01,50,1246,227712,16.0,35,0.0,0.4,665.468136,665.468,1,2,6853,2523,2723,1607
38-1-20-0.01-90,900,5,1,20,0.01,90,1246,227712,7.7,5,0.0,0.1,588.009102,588.009,1,2,4870,1536,1992,1342
38-1-20-0.1-10,900,5,1,20,0.1,10,1246,227712,26.7,59,0.0,0.8,648.910604,648.911,0,1,7042,2339,2323,2380
38-1-20-0.1-50,900,5,1,20,0.1,50,1246,227712,18.3,35,0.0,0.5,639.296070,639.296,1,2,7339,2780,2708,1851
38-1-20-0.1-90,900,5,1,20,0.1,90,1246,227712,11.1,11,0.0,0.1,567.033343,567.033,1,2,6564,1589,2822,2153
38-1-20-0.2-10,900,5,1,20,0.2,10,1246,227712,17.6,52,0.0,0.6,622.030483,622.030,0,1,6696,1849,2283,2564
38-1-20-0.2-50,900,5,1,20,0.2,50,1246,227712,17.1,39,0.0,0.8,610.215996,610.216,1,2,5970,2154,2569,1247
38-1-20-0.2-90,900,5,1,20,0.2,90,1246,227712,13.1,17,0.0,0.2,543.726944,543.727,1,2,7034,1630,3078,2326
38-2-20-0.01-10,900,5,2,20,0.01,10,1686,227272,26.5,96,0.0,0.8,673.847644,673.848,0,1,6615,2512,2158,1945
38-2-20-0.01-50,900,5,2,20,0.01,50,1686,227272,19.8,39,0.0,0.5,665.838521,665.839,1,2,7405,2750,2724,1931
38-2-20-0.01-90,900,5,2,20,0.01,90,1686,227272,10.0,7,0.0,0.1,588.740923,588.741,1,2,4927,1503,1977,1447
38-2-20-0.1-10,900,5,2,20,0.1,10,1686,227272,22.8,53,0.0,0.6,649.932646,649.933,0,1,6671,2085,2171,2415
38-2-20-0.1-50,900,5,2,20,0.1,50,1686,227272,18.9,29,0.0,0.6,639.966630,639.967,1,2,6754,2249,2945,1560
38-2-20-0.1-90,900,5,2,20,0.1,90,1686,227272,10.6,9,0.0,0.1,568.073072,568.073,1,2,6118,1642,2569,1907
38-2-20-0.2-10,900,5,2,20,0.2,10,1686,227272,16.8,35,0.0,0.8,623.413517,623.414,0,1,5970,1942,2242,1786
38-2-20-0.2-50,900,5,2,20,0.2,50,1686,227272,18.0,49,0.0,0.7,611.220085,611.220,1,2,7777,2401,3121,2255
38-2-20-0.2-90,900,5,2,20,0.2,90,1686,227272,15.3,11,0.0,0.3,545.108793,545.109,1,2,7175,1696,3446,2033
39-1-20-0.01-10,900,10,1,20,0.01,10,1246,231030,41.9,128,0.0,0.3,781.330311,781.330,1,2,7120,3106,2603,1411
39-1-20-0.01-50,900,10,1,20,0.01,50,1246,231030,39.2,111,0.0,0.2,774.576411,774.576,2,3,7188,2317,2993,1878
39-1-20-0.01-90,900,10,1,20,0.01,90,1246,231030,14.5,39,0.0,0.1,734.125075,734.125,3,2,5997,1907,3136,954
39-1-20-0.1-10,900,10,1,20,0.1,10,1246,231030,39.8,103,0.0,0.3,749.261498,749.261,1,2,6874,3051,2373,1450
39-1-20-0.1-50,900,10,1,20,0.1,50,1246,231030,60.6,230,0.0,0.3,741.283557,741.284,2,3,5764,1864,2972,928
39-1-20-0.1-90,900,10,1,20,0.1,90,1246,231030,15.1,27,0.0,0.2,703.631127,703.631,3,2,7048,2074,3061,1913
39-1-20-0.2-10,900,10,1,20,0.2,10,1246,231030,29.9,103,0.0,0.2,713.629484,713.629,1,2,6424,2573,2755,1096
39-1-20-0.2-50,900,10,1,20,0.2,50,1246,231030,61.6,195,0.0,0.3,705.212720,705.213,1,2,6821,2624,2943,1254
39-1-20-0.2-90,900,10,1,20,0.2,90,1246,231030,22.9,47,0.0,0.2,669.748962,669.749,3,2,6793,1554,3880,1359
39-2-20-0.01-10,900,10,2,20,0.01,10,1688,230588,31.9,109,0.0,0.3,781.453938,781.454,1,2,5567,1923,2659,985
39-2-20-0.01-50,900,10,2,20,0.01,50,1688,230588,56.3,160,0.0,0.3,774.684530,774.685,2,3,7722,2100,3395,2227
39-2-20-0.01-90,900,10,2,20,0.01,90,1688,230588,13.1,25,0.0,0.1,734.242615,734.243,3,2,6015,1817,3072,1126
39-2-20-0.1-10,900,10,2,20,0.1,10,1688,230588,37.5,120,0.0,0.3,750.060111,750.060,1,2,6913,3266,2279,1368
39-2-20-0.1-50,900,10,2,20,0.1,50,1688,230588,67.9,251,0.0,0.3,742.018606,742.019,2,2,6031,1987,2922,1122
39-2-20-0.1-90,900,10,2,20,0.1,90,1688,230588,15.2,31,0.0,0.2,704.157434,704.157,3,2,6648,1939,3498,1211
39-2-20-0.2-10,900,10,2,20,0.2,10,1688,230588,35.8,99,0.0,0.3,715.178081,715.178,1,2,6913,2631,2332,1950
39-2-20-0.2-50,900,10,2,20,0.2,50,1688,230588,51.7,193,0.0,0.4,706.738509,706.739,1,2,6618,2283,2841,1494
39-2-20-0.2-90,900,10,2,20,0.2,90,1688,230588,23.2,54,0.0,0.3,670.729455,670.729,3,2,6379,1776,3531,1072
40-1-20-0.01-10,900,90,1,20,0.01,10,1170,143338,TL,83519,0.1,0.2,886.881350,887.967,13,5,8724,3069,3281,2374
40-1-20-0.01-50,900,90,1,20,0.01,50,1170,143338,TL,80369,0.1,0.2,881.494301,882.258,20,4,7823,2585,2688,2550
40-1-20-0.01-90,900,90,1,20,0.01,90,1170,143338,139.5,5723,0.0,0.1,856.588894,856.589,20,4,4091,1285,1967,839
40-1-20-0.1-10,900,90,1,20,0.1,10,1170,143338,TL,67949,0.1,0.2,850.944526,851.577,8,3,8189,2799,2360,3030
40-1-20-0.1-50,900,90,1,20,0.1,50,1170,143338,TL,89376,0.1,0.2,845.220650,845.960,17,3,7328,2284,2481,2563
40-1-20-0.1-90,900,90,1,20,0.1,90,1170,143338,376.7,33810,0.0,0.1,819.520132,819.520,20,4,4675,1497,2169,1009
40-1-20-0.2-10,900,90,1,20,0.2,10,1170,143338,TL,73911,0.0,0.1,812.664646,813.037,7,3,7593,2400,2201,2992
40-1-20-0.2-50,900,90,1,20,0.2,50,1170,143338,TL,78405,0.0,0.1,806.370732,806.718,10,3,7003,2070,2316,2617
40-1-20-0.2-90,900,90,1,20,0.2,90,1170,143338,382.1,33084,0.0,0.1,779.204398,779.204,15,4,4893,1652,2206,1035
40-2-20-0.01-10,900,90,2,20,0.01,10,1534,142974,TL,67073,0.1,0.2,887.060957,888.007,14,4,8320,3198,2855,2267
40-2-20-0.01-50,900,90,2,20,0.01,50,1534,142974,TL,96507,0.1,0.2,881.647324,882.549,20,4,8563,2758,3255,2550
40-2-20-0.01-90,900,90,2,20,0.01,90,1534,142974,147.3,6795,0.0,0.1,857.228022,857.228,20,4,4138,1366,1977,795
40-2-20-0.1-10,900,90,2,20,0.1,10,1534,142974,TL,92592,0.1,0.2,852.951037,853.558,8,3,9210,2763,2753,3694
40-2-20-0.1-50,900,90,2,20,0.1,50,1534,142974,TL,76042,0.1,0.2,847.231871,847.892,14,3,7051,2114,2517,2420
40-2-20-0.1-90,900,90,2,20,0.1,90,1534,142974,436.7,33880,0.0,0.1,821.329594,821.330,18,4,4897,1441,2480,976
40-2-20-0.2-10,900,90,2,20,0.2,10,1534,142974,TL,129553,0.0,0.1,817.968896,818.178,5,2,6641,2173,2140,2328
40-2-20-0.2-50,900,90,2,20,0.2,50,1534,142974,TL,105635,0.0,0.1,811.020751,811.361,7,3,7004,2118,2378,2508
40-2-20-0.2-90,900,90,2,20,0.2,90,1534,142974,199.4,12891,0.0,0.1,782.713522,782.714,14,4,4542,1541,1879,1122
